"Loči vsak dogodek posebej.",1
"Niso povezani med sabo.",1
"Vsaka nosečnost je dogodek za sebe, prejšnja ne vpliva na naslednjo.",1
"Vsak otrok, ki ga rodiš je za sebe zgodba.",1
"saj vem, saj vem, draga lulu ampak preprosto ne morem, da ne bi. v tej smeri je še toliko pesimizma v meni, da enostavno moji krempeljčki niso dovolj dogli, da bi se iz tega strahu izkopala.",1
"želim pa si, da nama bo dano imeti otroka.",1
"čas še vedno teče....sonce vzhaja..",1
"zahaja...",1
"ptički pojejo...",1
"jesenski listki se vrtijo v vetru ...",1
"pa vendar je tako...",1
"Tippi...",1
"Sem pa ravno včeraj bolj konkretno razmišljala o novi nosečnosti user posted image Ne vem.... preveč strahu je še v meni. Ne govorim o mesecih, ki so itak priporočeni, naj se nam ne mudi, ampak tako nasploh.",1
"Ja, takšne tragedije se ti zasidrajo globoko v srce.",1
"Ne samo zaradi tragedije same, ampak tudi strah za prihodnost.",1
"za novo nosečnost.",1
"bomo videli...",1
"Počasi. Vzami si čas, da odžaluješ.",1
"Tu gor je bila mamica, ki je imela downovčico, ki se je 2 leti borila za življenje, pa ji ni bilo dano in ker sta si z možem želela še enega otroka (enega sta že imela), sta željo seveda poizkušala uresničit.",1
"Vendar je imela potem mislim da dva ss-a.",1
"Lahko ni nič povezano, lahko pa psiha vseeno odigra svojo vlogo - tako je menila njena g., ki ji je odsvetovala novo nosečnost, dokler res ne odžaluje.",1
"To ej delno res, delno pa vpliva psiha in dejavniki tveganja, ki so pri vseh isti oz.",1
"se lahko povečujejo.",1
"Če sama ne bi imela tako zagamanih nosečnosti, bi se odločila še za enega otroka, tako pa čeprav nobena nosečnost ni enaka drugi, imajo pa vse moje eno skupno lastnost in si ne upam več izzivat sreče.",1
"Moraš bit pripravljen sprejet tudi določeno tveganje in to včasih pretehta.",1
"NIč ni narobe, če si tippi otrok ne bo več želela, če pa si jih bo, sem pa prepričana, da jih bo imela, saj je pogumna punca.",1
"O ja.",1
"Zdaj niti nimam želje iti čez vse nosečniške težave, niti se psihično ne morem skoncentrirati na drugega otroka, ker sem preveč okupirana z mislijo na M. Zato pa pravim, da ko bo čas, če bo, bo.",1
"Sem se pa včeraj ujela v misli zakaj, kako, če in še sto drugih vprašanj povezanih z novo nosečnostjo.",1
"Ej metulj, res.",1
"Če smo tisti trenutek, ko se otrok rodi, v devetih nebesih, ko je zdrav, človek ob vseh obveznostih, hitenju, delu itd.",1
"hitro pozabi, ali pa se samo še sem pa tja spomni, da je zdravje dar.",1
"čist premalkrat se zavemo, kaj pomeni imeti zdravega otroka.",1
"u bistvu je vsaka taka zgodba, kot je moja, ali pa še hujša, brca v rit, da znamo ceniti zdravje.",1
"pa naj gre za otroke, ali pa nas same.",1
"jaz sem neskončno hvaležna za zdravo pubertetnico.",1
"težko to sploh ubesedim.",1
"Tippi pogrešam te in mislim nate.",1
"dolgo je že časa, ko sem bila na tem forumu, prav tako minilo že nekaj časa, ko sem zadnjič tako jokala, kot sedaj, ko sem brala tvoje (tippi) poste...naj to povem svojo zgodbo...",1
"v 6 mesecu sem morala roditi deklico, mojo Z., saj je imela ugotovljenih več nepravilnosti (hidrocefalus)...",1
"bolečina, ki sem jo občutila je bila grozna, jokala sem cele dneve, mojo deklici pisala pisma, ki so danes, ko jih še kdaj preberem, prekrita s solzami in razmazano pisavo...",1
"stilo za bolečino, ki jo trpiš...",1
"morda res drži...",1
"vendar jaz sem se odločila drugače...",1
"po treh mesecih sem znova zanosila in v trenutku, ko sem zagledala dve plavi črtici sem se končno, po dolgem času, spet počutile ```cela```, nasmejana in iskreno srečna...",1
"dobila sva zdravega dečka...",1
"nosečnosti me je bilo strah, vendar strah je nekaj, kar se da premagat...",1
"kam, čez čas, poskusiva našemu fantku pričarati bratca ali sestrico.",1
"Kar želim povedat je to, da nam življenje dodeli prepreke, ker ve, da jih enostavno zmoremo...",1
"Žal je situacija nanesla tako, da imam doma skoraj 4-letnega fantka in mojo mamo, kateri so zaradi bolezni dnevi šteti. Koliko časa ji je še preostalo nam v bolnici niso vedeli povedati, situacija pa ni v tem trenutku niti približno rožnata.",1
"In sedaj se tukaj pri meni pojavi dilema - v primeru, da mama umre v tem času (tj.",1
"do njegovega rojstnega dneva) mi niti na kraj pameti ne pade, da bi praznovala njegov rojstni dan - vsaj ne z žurko ali piknikom, ker bo vsaj polovica družine žalovala.",1
"Fant pravi drugače in sicer, rojstni dan za otroka MORA biti, tudi če moja mama v tem času umre.",1
"ni dan za tamalega.",1
"Popolnoma te razumem, da ti ni do praznovanja.",1
"Po drugi strani pa se strinjam z možem, da zabava oz.",1
"vsaj neke vrste praznovanje mora bit.",1
"Doma imam 4 letnika in on že pol leta naprej govori samo o rojstnem dnevu.",1
"Se mi zdi, da je to taka starost ko jim začne rojstni dan že nekaj pomenit tud njim samim in ne samo staršem.",1
"k njegovi družini se mi pravzamprav zdi dobra.",1
"Verjetno ve, da bi bilo zate to pretežko izpeljati in te hoče na nek način razbremenit.",1
"V bistvu hoče dobro.",1
"Nisem še bila v taki situaciji ampak iskreno mislim, da bi si želala, da otrok ima zabavo, pa tudi če bi se sama zavlekla v en kot in jokala.",1
